date of death,article id,type of article,headline
2009-06-25,545344f238f0d81b603edbf1,Obituary,"Shelly Gross, Producer for Broadway and Suburbs, Dies at 88"
2009-06-25,5453458738f0d81b603edbfd,Obituary,"Betty Allen, Opera Singer and Educator, Dies at 82"
2009-06-25,545344e938f0d81b603edbf0,Obituary,"Hanne Hiob, Brecht’s Acting Kin, Dies at 86"
2009-06-25,545345c838f0d81b603edc03,Obituary,"Jerri FitzGerald, Who Treated Herself at South Pole, Dies at 57"
2009-06-26,54534da238f0d81b603edcbd,Obituary,Farrah Fawcett Dies of Cancer at 62
2009-06-26,54534ae238f0d81b603edc7a,Obituary,"T. Scott Cunningham, an Off Broadway Stalwart, Dies at 47"
2009-06-26,4fd28eba8eb7c8105d865300,Obituary,"Farrah Fawcett, 'Charlie's Angels' Actress and '70s Poster Girl, Is Dead at 62"
2009-06-26,53a9da7338f0d86af25be781,Obituary,"A Star Idolized and Haunted, Michael Jackson Dies at 50"
2009-06-26,4fd2b5878eb7c8105d8a89bf,Obituary,"Betty Allen, 82, Mezzo-Soprano and Arts Educator"
2009-06-27,5453605638f0d81b603ede5d,Obituary,"T. Scott Cunningham, Seasoned Off Broadway Player, Dies at 47"
2009-06-27,5453603638f0d81b603ede5b,Obituary,"Morton Gottlieb, a Broadway Producer, Dies at 88"
2009-06-27,54535f1338f0d81b603ede41,Obituary,"Robert Pamplin Sr., Ex-Head of Georgia-Pacific, Dies at 97"
2009-06-27,54535ef738f0d81b603ede3f,Obituary,"Robert A. Derzon, First Director of Medicare and Medicaid, Dies at 78"
2009-06-27,54535f2438f0d81b603ede42,Obituary,"George K. Fraenkel, Pioneering Chemist, Dies at 87"
2009-06-27,54535b9a38f0d81b603edded,Obituary,"Sky Saxon, Lead Singer and Bassist for the Seeds, Dies"
2009-06-28,545365dc38f0d81b603eded0,Obituary,"Robert A. Derzon, First Director of Medicare and Medicaid, Dies at 78"
2009-06-28,545364cd38f0d81b603edebc,Obituary,"Antonio Bianco, Who Teased Luster and Light From Diamonds, Dies at 57"
2009-06-29,54536b3b38f0d81b603edf51,Obituary,"Michael Martin, Subway Graffiti Artist Iz the Wiz, Is Dead at 50"
2009-06-29,54536cbb38f0d81b603edf73,Obituary,"Gale Storm, 87, Is Dead; Earned Television Fame for Her Wholesome Roles"
2009-06-29,54536b5e38f0d81b603edf54,Obituary,"Billy Mays, Enthusiastic TV Pitchman, Dies at 50"
2009-06-30,5453726c38f0d81b603edff9,Obituary,Ex-Olympian Godfrey Rampling Dies at 100
2009-06-30,545372ea38f0d81b603ee007,Obituary,"Gale Storm, TV Star of ‘My Little Margie,’ Dies at 87"
2009-06-30,545373ee38f0d81b603ee01f,Obituary,"Fred Travalena, Master of Impressions in Comedy, Is Dead at 66"
2009-06-30,545372c438f0d81b603ee002,Obituary,"Richard Byrd, 86, Virginia Orchardist, Dies"
2009-07-01,54537d3038f0d81b603ee0ea,Obituary,"Fayette Pinkney, Soulful Singer With the Three Degrees, Dies at 61"
2009-07-01,54537bc238f0d81b603ee0cd,Obituary,"Pina Bausch, German Choreographer, Dies at 68"
2009-07-02,54538a5838f0d81b603ee212,Obituary,"Alexis Argüello, 57, Boxer and Politician, Dies"
2009-07-02,54538aae38f0d81b603ee219,Obituary,"Harve Presnell, Singing Actor, Dies at 75"
2009-07-02,545389ce38f0d81b603ee206,Obituary,"Shi Pei Pu, Singer, Spy and ‘M. Butterfly,’ Dies at 70"
2009-07-02,5453857238f0d81b603ee1a4,Obituary,"Karl Malden, Actor Who Played the Uncommon Everyman, Dies at 97"
2009-07-03,545395b338f0d81b603ee308,Obituary,"Mollie Sugden, Sitcom Star, Dies at 86"
2009-07-03,545395cd38f0d81b603ee30a,Obituary,"Lyudmila Zykina, Folk Singer, Dies at 80"
2009-07-03,545399cb38f0d81b603ee363,Obituary,"Herbert G. Klein, a Nixon Aide, Dies at 91"
2009-07-04,54539f9a38f0d81b603ee3f0,Obituary,"Herbert G. Klein, Aide in the Nixon White House, Dies at 91"
2009-07-04,54539f6938f0d81b603ee3ed,Obituary,"Tyeb Mehta, Painter of Emerging India, Dies at 84"
2009-07-05,5453a43238f0d81b603ee45a,Obituary,"Allen Klein, 77, Dies; Managed Music Legends"
2009-07-05,5453a1db38f0d81b603ee426,Obituary,"Ken Roberts, Announcer Whose Voice Graced the Heyday of Radio, Dies at 99"
2009-07-05,5453a1e938f0d81b603ee427,Obituary,"Sandra Warfield, Opera and Cabaret Singer, Dies at 88"
2009-07-05,5453a4a938f0d81b603ee464,Obituary,Lottery Numbers
2009-07-06,5453a7b438f0d81b603ee4a9,Obituary,"Joe Bowman, Sharpshooter, Dies at 84"
2009-07-06,4fd271188eb7c8105d82ce1b,Obituary; Biography,"Allen Klein, 77, Who Managed Rock Acts"
2009-07-07,5453ac2d38f0d81b603ee50e,Obituary,"Robert S. McNamara, Architect of a Futile War, Dies at 93"
2009-07-07,5453b20c38f0d839202e8ff0,Obituary,"Robert E. L. Taylor, Philadelphia Newsman, Dies at 96"
2009-07-08,5453bb1838f0d839202e90e2,Obituary,"Mathieu Montcourt, French Tennis Player, Dies at 24"
2009-07-08,5453baff38f0d839202e90e0,Obituary,Bela Kiraly Dies at 97; Led Revolt in Hungary
2009-07-08,5453bb5b38f0d839202e90e8,Obituary,"Vasily Aksyonov, Exiled Soviet Writer, Is Dead at 76"
2009-07-09,5453c1e438f0d839202e9191,Obituary,"Oscar G. Mayer, of Meat Company’s 3rd Generation, Dies at 95"
2009-07-09,5453c68338f0d839202e9201,Obituary,"John Bachar, Rock Climber, Dies at 51"
2009-07-09,5453c4c338f0d839202e91d8,Obituary,"D. Mark Hegsted, 95, Harvard Nutritionist, Is Dead"
2009-07-09,5453c45938f0d839202e91ca,Obituary,"Lou Creekmur, Who Starred for Detroit Lions, Dies at 82"
2009-07-09,5453c4ec38f0d839202e91db,Obituary,"Jo Amar, Genre-Blending Jewish Singer, Dies at 79"
2009-07-10,5453cf4f38f0d839202e92cc,Obituary,"Drake Levin, of Paul Revere & the Raiders, Dies at 62"
2009-07-10,5453d13738f0d839202e92fb,Obituary,"Harry J. Gray, Who Led the Rise of United Technologies, Dies at 89"
2009-07-10,5453cf6b38f0d839202e92cd,Obituary,"William F. Reedy, Who Was Injured in Crash That Killed Billy Martin, Dies at 72"
2009-07-11,4fd28af08eb7c8105d85e1a8,Obituary,"Oscar G. Mayer, 95, Third in a Line"
2009-07-11,5453de9438f0d839202e9427,Obituary,"Frank Mickens, Who Brought Success to a Tough Brooklyn High School, Dies at 63"
2009-07-11,5453de9d38f0d839202e9428,Obituary,"Robert Isabell, Who Turned Events Into Wondrous Occasions, Dies at 57"
2009-07-11,5453dde638f0d839202e941c,Obituary,"Bernard Goldstein, Pioneer in Casinos, Dies at 80"
2009-07-12,5453e26a38f0d839202e947c,Obituary,"Peter Wheeler, British Car Executive, Dies at 65"
2009-07-12,5453e31138f0d839202e948d,Obituary,"Paul Hemphill, Chronicler of the South, Dies at 73"
2009-07-12,5453e25b38f0d839202e947b,Obituary,"John Orman, Teacher of Politics Who Practiced It, Too, Dies at 60"
2009-07-13,5453e83438f0d839202e9511,Obituary,"Barbara Margolis, Prisoners’ Advocate, Dies at 79"
2009-07-13,5453eab838f0d839202e9549,Obituary,"Arturo Gatti, Fearless Boxer Known for Relentless Violence, Dies at 37"
2009-07-14,5453f24e38f0d839202e961c,Obituary,"John Henry Moss, Head of Minor League for 50 Years, Is Dead at 90"
2009-07-14,5453f22738f0d839202e9618,Obituary,"Robert Louis-Dreyfus, Turnaround Specialist, Dies at 63"
2009-07-14,5453f4d638f0d839202e9659,Obituary,"Lou Pagliaro, National Table Tennis Champion, Dies at 90"
2009-07-14,5453f2c638f0d839202e9627,Obituary,Former Lebanese Leader Amin al-Hafez Dies at 83
2009-07-15,4fd2a1a18eb7c8105d8860ad,Obituary,"Lou Pagliaro, Powerhouse In Table Tennis, Dies at 90"
2009-07-15,5453fbc538f0d839202e96f8,Obituary,"Dash Snow, East Village Artistic Rebel, Dies at 27"
2009-07-15,5453feaa38f0d839202e973a,Obituary,"Reggie Fleming, Hockey Player Known for Physical Style, Dies at 73"
2009-07-15,5453fb9d38f0d839202e96f4,Obituary,"Kenneth M. Stampp, Civil War Historian, Dies at 96"
2009-07-15,5453fd6b38f0d839202e971c,Obituary,"Harry Edelstein, 91, Host of Popular Polish Tea Room, Dies"
2009-07-16,5454055e38f0d839202e97e0,Obituary,"Jane Weinberger, Author Who Became Publisher, Dies at 91"
2009-07-16,5454051538f0d839202e97db,Obituary,"Reggie Fleming, Ruffian on the Ice and a Fan Favorite, Dies at 73"
2009-07-16,5454059c38f0d839202e97e5,Obituary,"Sam Church, Who Led United Mine Workers, Dies at 72"
2009-07-17,545414bb38f0d839202e9948,Obituary,"Christopher Hipp, Who Bolstered Computer Power, Dies at 47"
2009-07-17,5454131b38f0d839202e9927,Obituary,"Nelson Munsey, Cornerback for Colts, Dies at 61"
2009-07-17,545413d838f0d839202e9935,Obituary,"Julius Shulman, Photographer of Modernist California Architecture, Dies at 98"
2009-07-18,4fd2a1a18eb7c8105d8860eb,Obituary,"Tom Wilkes, Album Cover Designer, Is Dead at 69"
2009-07-18,53f578e538f0d87ef470e573,Obituary,"Walter Cronkite, 92, Dies; Trusted Voice of TV News"
2009-07-18,4fd26e938eb7c8105d828de6,Obituary; Biography,"Christopher Hipp, 47, Computer Designer"
2009-07-19,5454210638f0d839202e9a5f,Obituary,"Ralph F. Hirschmann, Leading Scientist on Early Enzyme Research, Dies at 87"
2009-07-19,5454231838f0d839202e9a8d,Obituary,"Judi Ann Mason, Who Wrote for Stage and Screen, Dies at 54"
2009-07-19,4fd26fbb8eb7c8105d82ab5e,Obituary; Biography,"Judi Ann Mason, 54; Wrote for Stage and Screen"
2009-07-19,5454242e38f0d839202e9aa9,Obituary,"Henry Allingham, British Veteran of World War I, Dies at 113"
2009-07-20,4fd26fbb8eb7c8105d82ab77,Obituary; Text,"From 'Angela's Ashes,' A Communion Story"
2009-07-20,545429b738f0d839202e9b28,Obituary,"William Conner, Judge Expert in Patent Law, Dies at 89"
2009-07-20,545427b238f0d839202e9afd,Obituary,"Frank McCourt, Whose Irish Childhood Illuminated His Prose, Is Dead at 78"
2009-07-21,54542d1b38f0d839202e9b70,Obituary,"Tom Wilkes, Album Cover Designer, Dies at 69"
2009-07-21,5454323638f0d839202e9bed,Obituary,"Leszek Kolakowski, Polish Philosopher, Dies at 81"
2009-07-21,545432a338f0d839202e9bf6,Obituary,"Gordon Waller, a Partner in the Band Peter and Gordon, Dies at 64"
2009-07-22,54543c6a38f0d839202e9cd1,Obituary,"John S. Barry, Main Force Behind WD-40, Dies at 84"
2009-07-22,54543c4238f0d839202e9ccd,Obituary,"Sidney W. Bijou, Child Psychologist, Is Dead at 100"
2009-07-22,54543b1238f0d839202e9cb1,Obituary,"Maurice Grimaud, Police Chief in Paris During the Riots of 1968, Dies at 95"
2009-07-23,545446df38f0d839202e9dc0,Obituary,"Yury Verlinsky, Expert in Embryonic Screening, Is Dead at 65"
2009-07-23,5454474238f0d839202e9dc9,Obituary,"Heinz Edelmann, ‘Yellow Submarine’ Artist, Dies at 75"
2009-07-23,5454475338f0d839202e9dcb,Obituary,"Brenda Joyce, Jane to 2 Tarzans, Dies at 92"
2009-07-24,545453c638f0d839202e9ee3,Obituary,"John Dawson, Country-Rock Songwriter, Dies at 64"
2009-07-24,545453b938f0d839202e9ee2,Obituary,"Les Lye, Canadian TV Comic, Dies at 84"
2009-07-24,5454537938f0d839202e9ede,Obituary,"H. A. Engle, Tobacco Plaintiff, Dies at 89"
2009-07-25,54545a7f38f0d839202e9f73,Obituary,"Ray Shaw, Head of Business Newspapers, Dies at 75"
2009-07-25,54545e1d38f0d839202e9fc1,Obituary,"Lionel Casson, Who Wrote of Ancient Maritime History, Dies at 94"
2009-07-25,54545daa38f0d839202e9fb7,Obituary,"E. Lynn Harris, Who Wrote of Gay Black Men’s Lives, Dies at 54"
2009-07-26,5454621638f0d839202ea011,Obituary,"Alan G. Davenport, Noted Wind Engineer, Dies at 76"
2009-07-26,5454632e38f0d839202ea027,Obituary,"Harry Patch, the Last of Britain’s Army Veterans of World War I, Is Dead at 111"
2009-07-26,5454623838f0d839202ea014,Obituary,"Dr. Thomas Dao, Expert on Treatment of Breast Cancer, Dies at 88"
2009-07-27,545467d938f0d839202ea08e,Obituary,"Otto Heino, Ceramicist Who Elevated the Humble Pot to Art, Is Dead at 94"
2009-07-27,5454683d38f0d839202ea095,Obituary,"Vernon Forrest, Ex-Boxing Champion, Dies at 38"
2009-07-28,5454721738f0d839202ea170,Obituary,"George Weissman, Leader at Philip Morris and in the Arts in New York, Dies at 90"
2009-07-28,5454713738f0d839202ea15c,Obituary,"Lois Hunt, Half of Popular Operatic Duo, Dies at 84"
2009-07-28,5418f60638f0d86afc9a0cc5,Obituary,"Merce Cunningham, Dance Visionary, Dies"
2009-07-28,545470d738f0d839202ea154,Obituary,"Martha Watson Stern, Dog Breeder, Is Dead at 72"
2009-07-29,54547ab738f0d839202ea224,Obituary,"Michael Steinberg, Music Critic, Teacher and Program Annotator, Is Dead at 80"
2009-07-29,54547b9438f0d839202ea235,Obituary,"Edna Tarbutton, Girls Basketball Coach, Dies at 87"
2009-07-29,54547af638f0d839202ea228,Obituary,"Gerald Gardner, 83, Dies; Bolstered Sex Bias Suit"
2009-07-30,5454849438f0d839202ea2fa,Obituary,"Reverend Ike, Who Preached Riches, Dies at 74"
2009-07-30,5454857a38f0d839202ea30c,Obituary,"Olga Méndez, Longtime State Senator, Dies at 84"
2009-07-30,5454825138f0d839202ea2cc,Obituary,"Zhuo Lin, Widow of Chinese Leader Deng, Dies at 93"
2009-07-30,545483ea38f0d839202ea2eb,Obituary,"George Russell, Composer Whose Theories Sent Jazz in a New Direction, Dies at 86"
2009-07-30,545483c638f0d839202ea2e8,Obituary,"Jim Johnson, Innovative Defensive Assistant in the N.F.L., Dies at 68"
2009-07-31,5454907f38f0d839202ea3fc,Obituary,"Gayatri Devi, 90, a Maharani and a Lawmaker, Dies"
2009-07-31,54548e9038f0d839202ea3cf,Obituary,"Elinor Gordon, Dealer in Chinese Porcelain, Dies at 91"
2009-07-31,54548e5d38f0d839202ea3cc,Obituary,"Zhuo Lin, the Widow of an Ex-Leader of China, Is Dead at 93"
2009-07-31,54548f3738f0d839202ea3dd,Obituary,"Harry Klemfuss, Secretaries’ Champion, Dies at 88"
2009-08-01,5454933e38f0d839202ea435,Obituary,English Soccer Legend Robson Dies at 76
2009-08-01,545496f538f0d839202ea485,Obituary,"Corazon Aquino, Ex-Leader of Philippines, Is Dead"
2009-08-01,54549be538f0d839202ea4f2,Obituary,"Tony Rosenthal, Sculptor of Public Art, Dies at 94"
2009-08-02,54549a3f38f0d839202ea4cf,Obituary,"Bobby Robson, Coach and Ambassador of English Soccer, Dies at 76"
2009-08-02,54549dee38f0d839202ea51d,Obituary,"Dina Babbitt, Artist at Auschwitz, Is Dead at 86"
2009-08-02,54549d8738f0d839202ea515,Obituary,"Lynn Pressman Raymond, Toy Executive, Dies at 97"
2009-08-03,5454a39738f0d839202ea58e,Obituary,"John Kiermaier, Channel 13 Executive, Dies at 87"
2009-08-03,5454a5d438f0d839202ea5c1,Obituary,"Michael A. Wiener, Founder of a Radio Chain, Dies at 71"
2009-08-03,5454a48e38f0d839202ea5a3,Obituary,"Sidney Zion, Writer Who Crusaded to Reduce Doctors’ Hours, Dies at 75"
2009-08-04,5454ac2e38f0d839202ea655,Obituary,"Billy Lee Riley, Rockabilly Singer and Sun Records Artist, Dies at 75"
2009-08-04,5454ac9a38f0d839202ea660,Obituary,"Theodore Nierenberg, Founder of Dansk, Dies at 86"
2009-08-04,5454aa5038f0d839202ea626,Obituary,"All Ranks Salute Olga Méndez, Political Trailblazer"
2009-08-04,5454a9da38f0d839202ea61a,Obituary,"Naomi Sims, 61, Pioneering Cover Girl, Is Dead"
2009-08-05,5454b04c38f0d839202ea6ae,Obituary,"Charles Gwathmey, Architect Loyal to Aesthetics of High Modernism, Dies at 71"
2009-08-05,5454b53138f0d839202ea713,Obituary,"Edward Hall, Expert on Nonverbal Communication, Is Dead at 95"
2009-08-05,5454b6f438f0d839202ea739,Obituary,"Thomas N. Schroth, Influential Washington Editor, Is Dead at 88"
2009-08-06,5454bf0c38f0d839202ea7e5,Obituary,"Amos Kenan, Israeli Writer and Iconoclast, Dies at 82"
2009-08-06,5454bf9238f0d839202ea7ef,Obituary,"Nikolaos Makarezos, Who Helped Run Greek Junta, Is Dead at 90"
2009-08-06,5244ac0838f0d8198973ce84,Obituary,"Budd Schulberg, ‘On the Waterfront’ Writer, Dies at 95"
2009-08-07,5454cbe838f0d839202ea8f6,Obituary,"John Hughes, Who Captured the Lives of Teenagers in the 1980s, Dies at 59"
2009-08-07,5454cc0a38f0d839202ea8fa,Obituary,"Donald Marshall Jr., Symbol of Bias, Dies at 55"
2009-08-08,5454d8f938f0d839202eaa0b,Obituary,"Willy DeVille, Mink DeVille Singer and Songwriter, Is Dead at 58"
2009-08-08,5454d24138f0d839202ea981,Obituary,"Eli Mason, 88, Outspoken Accountant, Is Dead"
2009-08-08,5454d8e138f0d839202eaa09,Obituary,"R. M. Takasugi, Pioneering Asian Judge, Dies at 78"
2009-08-09,5454dd4738f0d839202eaa62,Obituary,"Anne Wexler, an Influential Political Operative and Lobbyist, Is Dead at 79"
2009-08-09,5454dc6438f0d839202eaa4c,Obituary,"Carleen Hutchins, Innovative Violin Maker, Is Dead at 98"
2009-08-09,5454db6b38f0d839202eaa39,Obituary,"Carleen Hutchins, Innovative Violin Maker, Is Dead at 98"
2009-08-10,5454e1cd38f0d839202eaac4,Obituary,"Eli Mason, Leader in Accounting Ethics, Is Dead at 88"
2009-08-10,5454e20d38f0d839202eaac9,Obituary,"Evelyn Coke, Home Care Aide Who Fought Pay Rule, Is Dead at 74"
2009-08-10,5454e3d138f0d839202eaaf3,Obituary,"Mike Seeger, Singer and Music Historian, Dies at 75"
2009-08-11,5454eaca38f0d839202eab86,Obituary,"Marcey Jacobson, a Photographer Inspired by Mexico, Dies at 97"
2009-08-11,5454eba338f0d839202eab9c,Obituary,"Jimmy Bedford, Guardian of Jack Daniel’s, Dies at 69"
2009-08-12,5454f3dc38f0d839202eac4d,Obituary,"T. C. Slater, Who Led a State Effort on Marijuana, Is Dead at 68"
2009-08-12,5454f50238f0d839202eac68,Obituary,"Merlyn Mantle, Who Was Married to Yankees Great for 43 Years, Dies at 77"
2009-08-12,5454ee4238f0d839202eabd7,Obituary,"Eunice Kennedy Shriver, Influential Founder of Special Olympics, Dies at 88"
2009-08-12,5454f40838f0d839202eac51,Obituary,"Mark Rosenzweig, Brain Researcher, Is Dead at 86"
2009-08-12,5454f4f438f0d839202eac67,Obituary,"Tony Huesman, Transplant Patient, Dies at 51"
2009-08-13,5454ff8938f0d839202ead58,Obituary,"Andy Kessler, Skateboard Hero, Dies at 48"
2009-08-14,54550ae138f0d84a08fb18f0,Obituary,"Margaret Wilson, First Black Woman to Head N.A.A.C.P. Board, Dies at 90"
2009-08-14,54550a5c38f0d84a08fb18e7,Obituary,"Jack T. Kirby, Southern Historian, Dies at 70"
2009-08-14,54550c2038f0d84a08fb190a,Obituary,"Rashied Ali, Free-Jazz Drummer, Dies at 76"
2009-08-14,54031b4d38f0d80cceb201ce,Obituary,"Les Paul, Guitar Innovator, Dies at 94"
2009-08-14,54550b2138f0d84a08fb18f5,Obituary,"Ruth Ford, Film and Stage Actress, Dies at 98"
2009-08-15,5455158f38f0d84a08fb19d1,Obituary,"John Coburn, Bishop in the Episcopal Church, Dies at 94"
2009-08-15,4fd26f6b8eb7c8105d82a624,Obituary; Biography,"Rashied Ali, Drummer With Coltrane, Dies at 76"
2009-08-15,545514f438f0d84a08fb19c3,Obituary,"John Quade, Character Actor, Dies at 71"
2009-08-15,545513b938f0d84a08fb19a6,Obituary,"Ted Kennedy, Star for Maple Leafs, Dies at 83"
2009-08-16,5455189d38f0d84a08fb1a11,Obituary,"Riccardo Cassin, 100, Dies; A Legendary Mountaineer"
2009-08-16,5455198638f0d84a08fb1a26,Obituary,"K. H. Bacon, an Advocate for Refugees, Is Dead at 64"
2009-08-17,54551e1138f0d84a08fb1a93,Obituary,"David Drew, Musicologist, Is Dead at 78"
2009-08-18,5455290738f0d84a08fb1b93,Obituary,"Ed Reimers, Reassuring Voice on Allstate Commercials, Dies at 96"
2009-08-18,5455297438f0d84a08fb1b9d,Obituary,"Jim Dickinson, Pianist and Player in Memphis Music Scene, Dies at 67"
2009-08-18,545528c238f0d84a08fb1b8b,Obituary,"Lawrence Lucie, Guitarist With Jelly Roll Morton, Dies at 101"
2009-08-18,545528d938f0d84a08fb1b8f,Obituary,"John Quade, Character Actor, Dies at 71"
2009-08-18,54552acf38f0d84a08fb1bb9,Obituary,"Richard Poirier, a Scholar of Literature, Dies at 83"
2009-08-19,5455383538f0d84a08fb1cdc,Obituary,"Adrian DeWind, Tax Expert and Human Rights Watch Founder, Dies at 95"
2009-08-19,54552c9438f0d84a08fb1be0,Obituary,"Kim Dae-jung, Ex-President of S. Korea, Dies at 83"
2009-08-19,54552de438f0d84a08fb1bfc,Obituary,"Robert Novak, Pugnacious Columnist, Dies at 78"
2009-08-19,5455365c38f0d84a08fb1cb2,Obituary,"Rose Friedman, Economist and Collaborator, Dies at 98"
2009-08-20,5455397c38f0d84a08fb1cf6,Obituary,"Hildegard Behrens, Soprano Acclaimed for Wagner, Is Dead at 72"
2009-08-20,5455398338f0d84a08fb1cf9,Obituary,"Don Hewitt, Creator of ‘60 Minutes,’ Dies at 86"
2009-08-20,54553c7e38f0d84a08fb1d40,Obituary,"Robert Hilferty, Writer and AIDS Activist, Is Dead at 49"
2009-08-21,54554c0738f0d84a08fb1e9a,Obituary,"André Prokovsky, Dancer and Ballet Choreographer, Dies at 70"
2009-08-21,54554d9b38f0d84a08fb1ebc,Obituary,"Burl Toler, First Black N.F.L. Official, Dies at 81"
2009-08-21,54554bc738f0d84a08fb1e93,Obituary,"Paul Hogue, Cincinnati Basketball Star, Dies at 69"
2009-08-22,5455575938f0d84a08fb1f8c,Obituary,"Ed Reimers, Television Voice of Allstate Ads, Dies at 96"
2009-08-22,5455576838f0d84a08fb1f8d,Obituary,"Virginia Davis McGhee, Early Disney Star, Dies at 90"
2009-08-22,5455578c38f0d84a08fb1f90,Obituary,"Karla Kuskin, Creator of Witty Children’s Books, Dies at 77"
2009-08-23,4fd29be88eb7c8105d87c6d0,Obituary; Biography,"Adrian DeWind, 95, Influential Tax Expert"
2009-08-23,54555b6738f0d84a08fb1fe0,Obituary,"James Marsters, Deaf Inventor, Dies at 85"
2009-08-24,4fd28ebe8eb7c8105d8656fc,Obituary; Biography,"Paul Hogue, 69, Star for Cincinnati"
2009-08-24,545560f538f0d84a08fb205b,Obituary,"Sammy Petrillo, an Actor and Nightclub Comedian, Dies at 74"
2009-08-24,5455611638f0d84a08fb205e,Obituary,"A. Stone Freedberg, Pioneer in Study of Ulcers, Dies at 101"
2009-08-25,54556c8738f0d84a08fb2158,Obituary,"Stanley Kaplan, Pioneer in Preparing Students for Exams, Dies at 90"
2009-08-25,54556a8038f0d84a08fb212a,Obituary,"Larry Knechtel, Rock Keyboardist-Arranger, Dies at 69"
2009-08-25,54556a5c38f0d84a08fb2127,Obituary,"John E. Carter, Doo-Wop Falsetto, Dies at 75"
2009-08-25,54556a3d38f0d84a08fb2124,Obituary,"Ernest Brown, Last Member of the Original Tapping Copasetics, Dies at 93"
2009-08-26,4fd26f6b8eb7c8105d82a65b,Obituary; Biography,"Ernest Brown, Tiny Giant Of Tap Dance, Dies at 93"
2009-08-26,5455730838f0d84a08fb21e5,Obituary,"Toni Sailer, Record-Setting Gold Medal Skier, Dies at 73"
2009-08-26,4fd28ebf8eb7c8105d86588e,Obituary; Biography,"John E. Carter, 75, Doo-Wop Falsetto"
2009-08-26,5455773b38f0d84a08fb2246,News,Readers React to Edward Kennedy's Death
2009-08-27,53f5720f38f0d87ef470e4ba,Obituary,"Edward M. Kennedy, Senate Stalwart, Is Dead at 77"
2009-08-27,54557b9538f0d84a08fb229e,Obituary,"William A. Emerson Jr., Editor in Chief of Saturday Evening Post, Dies at 86"
2009-08-27,54557f7138f0d84a08fb22f0,Obituary,"Dominick Dunne, Chronicler of Crime, Dies at 83"
2009-08-27,5455804538f0d84a08fb2301,Obituary,"Khalid bin Mahfouz, Saudi Banker, Dies at 60"
2009-08-27,543f045f38f0d853e89f695b,Obituary,"Ellie Greenwich, Pop Songwriter, Dies at 68"
2009-08-28,5455883a38f0d84a08fb23b4,Obituary,"Sergei V. Mikhalkov, Lyricist of Soviet and Russian Anthems, Dies at 96"
2009-08-28,5455880e38f0d84a08fb23b1,Obituary,"James Lord, Biographer and Memoirist, Is Dead at 86"
2009-08-28,4fd26fc08eb7c8105d82afc8,Obituary; Biography,"Ellie Greenwich, 68, Songwriter, Dies"
2009-08-28,545589e638f0d84a08fb23d8,Obituary,"Khalid bin Mahfouz, Saudi Banker, Dies at 60"
2009-08-29,545593f538f0d84a08fb24b4,Obituary,"Alex Grass, Who Helped to Start Rite Aid, Dies at 82"
2009-08-29,5455932738f0d84a08fb24a2,Obituary,"James Lord, Biographer and Memoirist, Dies at 86"
2009-08-29,5455958738f0d84a08fb24d7,Obituary,"Doris Walker, Leader of Angela Davis’s Defense, Is Dead at 90"
2009-08-30,545598a738f0d84a08fb2516,Obituary,"Michael Mazur, Artist of Realism and Abstraction, Dies at 73"
2009-08-30,4fd2b5bc8eb7c8105d8a938e,Obituary; Biography,Café des Artistes Closes After 92 Years
2009-08-30,5455984a38f0d84a08fb250f,Obituary,One Way to Reduce the Hartaek of Poetry
2009-08-30,4fd271218eb7c8105d82d6d9,Obituary; Caption,THE WAY HE MADE THEM FEEL
2009-08-30,4fd29be98eb7c8105d87c705,Obituary; Biography,"Michael Mazur, 73, Artist of Realism and Abstraction"
2009-08-30,5455988838f0d84a08fb2514,Obituary,"Larry Knechtel, Keyboardist and Arranger, Dies at 69"
2009-08-30,545596e538f0d84a08fb24f1,Obituary,"Joe Maneri, Experimental Musician and Composer, Dies at 82"
2009-08-30,5455990038f0d84a08fb2525,Obituary,"Edward Rondthaler, Foenetic Speler, Dies at 104"
2009-08-31,54559f0938f0d84a08fb25b9,Obituary,"Sheila Lukins, 66, Dies; Awakened Taste Buds"
2009-08-31,545596e138f0d84a08fb24f0,Obituary,"Hyman Bloom, a Painter of the Mystical, Is Dead at 96"
2009-09-01,5455a78e38f0d84a08fb266e,Obituary,"Lewis Holding, Bank Chief, Dies at 81"
2009-09-01,5455aab438f0d84a08fb26b5,Obituary,"Elmer Kelton, Prolific Western Novelist, Dies at 83"
2009-09-01,5455a70038f0d84a08fb2663,Obituary,"Chris Connor, Jazz Singer Whose Voice Embodied a Wistful Cool, Dies at 81"
2009-09-01,5455a62e38f0d84a08fb2654,Obituary,"Robert Schindler, Father of Terri Schiavo, Dies at 71"
2009-09-01,5455a86238f0d84a08fb2683,Obituary,"Richard Egan, a Founder of EMC Storage, Is Dead at 73"
2009-09-01,5455a7ab38f0d84a08fb2671,Obituary,"Alan F. Kiepper, Who Oversaw Transit in Atlanta, Houston and New York, Dies at 81"
2009-09-02,4fd271228eb7c8105d82d705,Obituary; Biography,"Joe Maneri, 82, Experimental Musician and Composer"
2009-09-02,5455af9838f0d84a08fb2718,Obituary,"Erich Kunzel, Maestro With an Irreverent Baton, Dies at 74"
2009-09-02,5455afca38f0d84a08fb271d,Obituary,"Beryl Sprinkel, Reagan Economic Adviser, Dies at 85"
2009-09-03,5455ba7138f0d84a08fb2823,Obituary,"Ismael Valenzuela, Hall of Fame Jockey, Dies at 74"
